# Cry of Fear: Enhanced - German strings of the menu (MainUI with the Cry of Fear theme).
# MACHINE-DRAFTED FOR REVIEW: written 2026-09-22 by an AI worker of this project, not by a
# translator; please review.
# Format: english <TAB> translation <TAB> where the English comes from; UTF-8; \n is a new line;
# printf conversions (%s %d %i ...) must stay, in the same order. A row whose translation
# equals the English changes nothing (kept so the check sees it as covered).
# List the English with scripts/polish/extract-menu-strings.ps1 -MainUI <tree>\3rdparty\mainui
# and check this file with the same script and -Pack languages\german.
english	translation	where
Elapsed Time	Spielzeit	menus/LoadGame.cpp:471
Slot	Platz	menus/LoadGame.cpp:474
Date	Datum	menus/LoadGame.cpp:476
Delete this saved game?	Diesen Spielstand löschen?	menus/LoadGame.cpp:483
Overwrite this saved game?	Diesen Spielstand überschreiben?	menus/LoadGame.cpp:487
Overwrite	Überschreiben	menus/LoadGame.cpp:488
LOAD GAME	SPIEL LADEN	menus/LoadGame.cpp:496;menus/LoadGame.cpp:518
DELETE SAVE	SPIELSTAND LÖSCHEN	menus/LoadGame.cpp:497
OVERWRITE SAVE	SPIELSTAND ÜBERSCHREIBEN	menus/LoadGame.cpp:498
SAVE GAME	SPIEL SPEICHERN	menus/LoadGame.cpp:518
Cry of Fear uses five shared save slots. Turn on "Pause menu saves" in Options > Game to save from this menu.	Cry of Fear nutzt fünf gemeinsame Speicherplätze. Aktiviere „Speichern im Pausenmenü“ unter Optionen > Spiel, um hier zu speichern.	menus/SaveLoad.cpp:79
Cry of Fear uses five shared save slots. Enable pause-menu saves to save from this menu.	Cry of Fear nutzt fünf gemeinsame Speicherplätze. Aktiviere das Speichern im Pausenmenü, um hier zu speichern.	menus/SaveLoad.cpp:81
During play, you can quickly save your game by pressing %s.\nLoad this game again by pressing %s.	Im Spiel speicherst du schnell mit %s.\nMit %s lädst du diesen Spielstand wieder.	menus/SaveLoad.cpp:84
SAVE / LOAD	SPEICHERN / LADEN	menus/SaveLoad.cpp:98
Select a saved game in the list below, then click 'Load game'.	Wähle einen Spielstand aus der Liste und klicke auf „Spiel laden“.	menus/SaveLoad.cpp:100;menus/SaveLoad.cpp:138
Select 'New Saved Game' in the list to create a new file, or select\na previously saved game to overwrite a file.	Wähle „Neuer Spielstand“, um eine neue Datei anzulegen, oder einen\nvorhandenen Spielstand, um ihn zu überschreiben.	menus/SaveLoad.cpp:107;menus/SaveLoad.cpp:139
Enable pause-menu saves	Speichern im Pausenmenü aktivieren	menus/SaveLoad.cpp:185;menus/SaveLoad.cpp:188
Invalid maxplayers value entered.\nPlease enter a value from 2 to %d.	Ungültige Spielerzahl.\nBitte einen Wert von 2 bis %d eingeben.	menus/CreateGame.cpp:122
< Random Map >	< Zufällige Karte >	menus/CreateGame.cpp:181
Use NAT Bypass instead of direct mode	NAT-Umgehung statt direkter Verbindung verwenden	menus/CreateGame.cpp:221
HOST SERVER	SERVER ERSTELLEN	menus/CreateGame.cpp:226
Adv. Options	Erweitert	menus/CreateGame.cpp:231;menus/ConnectionWarning.cpp:69
START SERVER	SERVER STARTEN	menus/CreateGame.cpp:240
Map	Karte	menus/CreateGame.cpp:249;menus/ServerBrowser.cpp:1214
Title	Titel	menus/CreateGame.cpp:250
Server name	Servername	menus/CreateGame.cpp:253
Max. Players:	Max. Spieler:	menus/CreateGame.cpp:264
Password	Passwort	menus/CreateGame.cpp:291;menus/ServerBrowser.cpp:1246
Starting a new game will exit any current game, OK to exit?	Ein neues Spiel beendet das laufende. Fortfahren?	menus/CreateGame.cpp:303
Invalid protocol while generating dummy info string	Ungültiges Protokoll beim Erzeugen der Serverdaten	menus/ServerBrowser.cpp:170
%.f ms	%.f ms	menus/ServerBrowser.cpp:520
any map	jede Karte	menus/ServerBrowser.cpp:684;menus/ServerBrowser.cpp:826;menus/ServerBrowser.cpp:1359
Favorite	Favorit	menus/ServerBrowser.cpp:811;menus/ServerBrowser.cpp:1161;menus/ServerBrowser.cpp:1197
Unfavorite	Kein Favorit mehr	menus/ServerBrowser.cpp:816
Invalid address	Ungültige Adresse	menus/ServerBrowser.cpp:1052
Invalid protocol	Ungültiges Protokoll	menus/ServerBrowser.cpp:1067
Server already in favorites	Server ist bereits in den Favoriten	menus/ServerBrowser.cpp:1079
JOIN SERVER	SERVER BEITRETEN	menus/ServerBrowser.cpp:1153
View game info	Spielinfo anzeigen	menus/ServerBrowser.cpp:1162;menus/ServerBrowser.cpp:1196
Create Server	Server erstellen	menus/ServerBrowser.cpp:1164;menus/ServerBrowser.cpp:1186
Refresh	Aktualisieren	menus/ServerBrowser.cpp:1174;menus/ServerBrowser.cpp:1198
Add server	Server hinzufügen	menus/ServerBrowser.cpp:1175;menus/ServerBrowser.cpp:1199
Join	Beitreten	menus/ServerBrowser.cpp:1178
Join game	Spiel beitreten	menus/ServerBrowser.cpp:1183
Join a network game will exit any current game, OK to exit?	Der Beitritt zu einem Netzwerkspiel beendet das laufende. Fortfahren?	menus/ServerBrowser.cpp:1204
Name	Name	menus/ServerBrowser.cpp:1213
Players	Spieler	menus/ServerBrowser.cpp:1215
Ping	Ping	menus/ServerBrowser.cpp:1216
IP	IP	menus/ServerBrowser.cpp:1217
Direct	Direkt	menus/ServerBrowser.cpp:1225
NAT	NAT	menus/ServerBrowser.cpp:1226
Favorites	Favoriten	menus/ServerBrowser.cpp:1227
History	Verlauf	menus/ServerBrowser.cpp:1228
Please enter a password	Bitte Passwort eingeben	menus/ServerBrowser.cpp:1268
Enter server Internet address\n(e.g., 209.255.10.255:27015)	Internetadresse des Servers eingeben\n(z. B. 209.255.10.255:27015)	menus/ServerBrowser.cpp:1291
ping	ping	menus/ServerBrowser.cpp:1304
empty	leer	menus/ServerBrowser.cpp:1321
not empty	nicht leer	menus/ServerBrowser.cpp:1322
any	egal	menus/ServerBrowser.cpp:1323;menus/ServerBrowser.cpp:1342
full	voll	menus/ServerBrowser.cpp:1340
not full	nicht voll	menus/ServerBrowser.cpp:1341
%.f ms.	%.f ms.	menus/ServerInfo.cpp:261
Server hostname:	Servername:	menus/ServerInfo.cpp:394
Server IP address:	IP-Adresse des Servers:	menus/ServerInfo.cpp:405
Server 'ping' time:	Ping des Servers:	menus/ServerInfo.cpp:416
??? ms.	??? ms.	menus/ServerInfo.cpp:421
Player Name	Spielername	menus/ServerInfo.cpp:434
Kills	Kills	menus/ServerInfo.cpp:435
Server Rule	Serverregel	menus/ServerInfo.cpp:440
Value	Wert	menus/ServerInfo.cpp:441
Precaching resources...	Ressourcen werden geladen...	menus/ConnectionProgress.cpp:59
Downloading %s \nfrom %s	Lade %s \nvon %s	menus/ConnectionProgress.cpp:73
%d of %d %s	%d von %d %s	menus/ConnectionProgress.cpp:74
Starting local game server...	Lokaler Spielserver wird gestartet...	menus/ConnectionProgress.cpp:84;menus/ConnectionProgress.cpp:105;menus/ConnectionProgress.cpp:109
Establishing network connection to server...	Verbindung zum Server wird hergestellt...	menus/ConnectionProgress.cpp:90;menus/ConnectionProgress.cpp:114
Disconnected	Getrennt	menus/ConnectionProgress.cpp:197
Skip	Überspringen	menus/ConnectionProgress.cpp:248
Changing level on server	Server wechselt die Karte	menus/ConnectionProgress.cpp:390
Parsing server info...	Serverinfo wird gelesen...	menus/ConnectionProgress.cpp:401
Normal internet connection	Normale Internetverbindung	menus/ConnectionWarning.cpp:46
DSL or PPTP with limited packet size	DSL oder PPTP mit begrenzter Paketgröße	menus/ConnectionWarning.cpp:51
Slow connection mode (64kbps)	Langsame Verbindung (64 kbit/s)	menus/ConnectionWarning.cpp:56
Connection problem	Verbindungsproblem	menus/ConnectionWarning.cpp:81
Too many lost packets while connecting!\nPlease select network settings	Zu viele verlorene Pakete beim Verbinden!\nBitte Netzwerkeinstellungen wählen	menus/ConnectionWarning.cpp:85
NOTICE	HINWEIS	controls/YesNoMessageBox.cpp:30;controls/MessageBox.cpp:25
CONFIRM	BESTÄTIGEN	controls/YesNoMessageBox.cpp:30
Built-in touch actions	Eingebaute Touch-Aktionen	model/KbActListModel.h:246
Look (touchpad)	Umsehen (Touchpad)	model/KbActListModel.h:248
Move (joystick)	Bewegen (Joystick)	model/KbActListModel.h:249
Move (centered joystick)	Bewegen (zentrierter Joystick)	model/KbActListModel.h:250
Move (D-Pad)	Bewegen (Steuerkreuz)	model/KbActListModel.h:251
Vertical wheel	Vertikales Rad	model/KbActListModel.h:252
Horizontal wheel	Horizontales Rad	model/KbActListModel.h:253
CONTROLS - MOVEMENT	STEUERUNG - BEWEGUNG	gfx/shell/kb_act.lst:2
Move forward	Vorwärts	gfx/shell/kb_act.lst:4
Move back	Rückwärts	gfx/shell/kb_act.lst:5
Run left	Nach links	gfx/shell/kb_act.lst:6
Run right	Nach rechts	gfx/shell/kb_act.lst:7
Sprint	Sprinten	gfx/shell/kb_act.lst:8
Dodge	Ausweichen	gfx/shell/kb_act.lst:9
Jump	Springen	gfx/shell/kb_act.lst:10
Crouch	Ducken	gfx/shell/kb_act.lst:11
CONTROLS - WEAPONS/ITEMS	STEUERUNG - WAFFEN/GEGENSTÄNDE	gfx/shell/kb_act.lst:13
Pickup/Interact with items	Aufheben/Benutzen	gfx/shell/kb_act.lst:15
Primary Attack	Primärangriff	gfx/shell/kb_act.lst:16
Secondary Attack	Sekundärangriff	gfx/shell/kb_act.lst:17
Tertiary Attack	Zielen (Tertiärangriff)	gfx/shell/kb_act.lst:18
Toggle weapon function	Waffenfunktion wechseln	gfx/shell/kb_act.lst:19
Reload	Nachladen	gfx/shell/kb_act.lst:20
Inventory	Inventar	gfx/shell/kb_act.lst:21
See current objective	Aktuelles Ziel anzeigen	gfx/shell/kb_act.lst:22
Quick slot 1	Schnellplatz 1	gfx/shell/kb_act.lst:23
Quick slot 2	Schnellplatz 2	gfx/shell/kb_act.lst:24
Quick slot 3	Schnellplatz 3	gfx/shell/kb_act.lst:25
Flashlight (coop only)	Taschenlampe (nur Koop)	gfx/shell/kb_act.lst:26
CONTROLS - MISC	STEUERUNG - SONSTIGES	gfx/shell/kb_act.lst:28
Use voice chat (coop only)	Sprachchat (nur Koop)	gfx/shell/kb_act.lst:30
Vote yes on votekick (coop only)	Für Rauswurf stimmen (nur Koop)	gfx/shell/kb_act.lst:31
Vote no on votekick (coop only)	Gegen Rauswurf stimmen (nur Koop)	gfx/shell/kb_act.lst:32
Follow me! (coop only)	Folgt mir! (nur Koop)	gfx/shell/kb_act.lst:33
Help me! (coop only)	Hilfe! (nur Koop)	gfx/shell/kb_act.lst:34
Found something! (coop only)	Hab was gefunden! (nur Koop)	gfx/shell/kb_act.lst:35
Chat message	Chatnachricht	gfx/shell/kb_act.lst:36
Take screenshot	Screenshot	gfx/shell/kb_act.lst:37
Pause game	Pause	gfx/shell/kb_act.lst:38
Quit game	Spiel beenden	gfx/shell/kb_act.lst:39
Pause Save (%s)	Pause (%s)	engine/server/sv_save.c (title of a pause-menu save, in the Load list)
DISCONNECT	TRENNEN	menus/Main.cpp:247
Leave the co-op game and return to the main menu?	Das Koop-Spiel verlassen und zum Hauptmenü zurückkehren?	menus/Main.cpp:249
Join a co-op game by address or on the local network	Einem Koop-Spiel per Adresse oder im lokalen Netzwerk beitreten	menus/Main.cpp:511
Host a co-op game: story, Manhunt or survival	Ein Koop-Spiel erstellen: Story, Manhunt oder Überleben	menus/Main.cpp:516
Leave the co-op game and return to the main menu	Das Koop-Spiel verlassen und zum Hauptmenü zurückkehren	menus/Main.cpp:681
Player	Spieler	menus/CoFCoop.cpp:175
Story co-op	Story-Koop	menus/CoFCoop.cpp:207
Chapters 9 to 12, starting with "Where is Simon?".\nLobby: everyone gets ready, or the autostart time runs out.	Kapitel 9 bis 12, ab „Where is Simon?“.\nLobby: alle sind bereit oder der Autostart-Timer läuft ab.	menus/CoFCoop.cpp:208
Manhunt	Manhunt	menus/CoFCoop.cpp:209
The Manhunt campaign, from "A new beginning" to the cabin.\nLobby: everyone gets ready, or the autostart time runs out.	Die Manhunt-Kampagne, von „A new beginning“ bis zur Hütte.\nLobby: alle sind bereit oder der Autostart-Timer läuft ab.	menus/CoFCoop.cpp:210
Survival 1	Überleben 1	menus/CoFCoop.cpp:211
Survive for 30 minutes. No lobby: the game starts at once.\nThe next survival map follows.	Überlebe 30 Minuten. Keine Lobby: das Spiel startet sofort.\nDanach folgt die nächste Überlebenskarte.	menus/CoFCoop.cpp:212;menus/CoFCoop.cpp:214;menus/CoFCoop.cpp:216
Survival 2	Überleben 2	menus/CoFCoop.cpp:213
Survival 3	Überleben 3	menus/CoFCoop.cpp:215
Survival 4	Überleben 4	menus/CoFCoop.cpp:217
Survive for 30 minutes. No lobby: the game starts at once.\nThe first survival map follows.	Überlebe 30 Minuten. Keine Lobby: das Spiel startet sofort.\nDanach folgt wieder die erste Überlebenskarte.	menus/CoFCoop.cpp:218
Host co-op	Koop erstellen	menus/CoFCoop.cpp:346
HOST CO-OP	KOOP ERSTELLEN	menus/CoFCoop.cpp:349
Your name	Dein Name	menus/CoFCoop.cpp:362;menus/CoFCoop.cpp:668
Shown in the lobby and on the co-op player list	Wird in der Lobby und in der Koop-Spielerliste angezeigt	menus/CoFCoop.cpp:364;menus/CoFCoop.cpp:670
The name of this game in server lists	Name dieses Spiels in Serverlisten	menus/CoFCoop.cpp:368
Empty for an open game; never saved	Leer für ein offenes Spiel; wird nie gespeichert	menus/CoFCoop.cpp:373
LAN only	Nur LAN	menus/CoFCoop.cpp:375
Only players on the local network can join	Nur Spieler im lokalen Netzwerk können beitreten	menus/CoFCoop.cpp:376
Difficulty	Schwierigkeitsgrad	menus/CoFCoop.cpp:378
Nightmare appears once it is unlocked	Albtraum erscheint, sobald er freigeschaltet ist	menus/CoFCoop.cpp:381
Most players, you included (four slots)	Höchstzahl an Spielern, dich eingeschlossen (vier Plätze)	menus/CoFCoop.cpp:387
Lobby autostart (seconds)	Lobby-Autostart (Sekunden)	menus/CoFCoop.cpp:389
Start even if not all are ready; 0 = wait	Starten, auch wenn nicht alle bereit sind; 0 = warten	menus/CoFCoop.cpp:393
Auto respawn (seconds)	Automatischer Respawn (Sekunden)	menus/CoFCoop.cpp:395
Dead players come back after this long	Nach dieser Zeit kehren tote Spieler zurück	menus/CoFCoop.cpp:398
Start the server on this campaign	Den Server mit dieser Kampagne starten	menus/CoFCoop.cpp:417
No co-op map is installed.	Keine Koop-Karte installiert.	menus/CoFCoop.cpp:471
Join co-op	Koop beitreten	menus/CoFCoop.cpp:659
JOIN CO-OP	KOOP BEITRETEN	menus/CoFCoop.cpp:662
Server address	Serveradresse	menus/CoFCoop.cpp:664
IP or host name, optionally :port	IP oder Hostname, optional :Port	menus/CoFCoop.cpp:666
Ask the host for their address. The default port is 27015; over the Internet the host has to forward UDP 27015 to their computer.	Frag den Host nach seiner Adresse. Standardport ist 27015; über das Internet muss der Host UDP 27015 an seinen Rechner weiterleiten.	menus/CoFCoop.cpp:675
LAN servers	LAN-Server	menus/CoFCoop.cpp:685
Servers on the local network	Server im lokalen Netzwerk	menus/CoFCoop.cpp:685
Connect	Verbinden	menus/CoFCoop.cpp:689
Connect to this address	Mit dieser Adresse verbinden	menus/CoFCoop.cpp:689
