# Cry of Fear: Enhanced - Spanish strings of the menu (MainUI with the Cry of Fear theme).
# MACHINE-DRAFTED FOR REVIEW: written 2026-09-22 by an AI worker of this project, not by a
# translator; please review.
# Format: english <TAB> translation <TAB> where the English comes from; UTF-8; \n is a new line;
# printf conversions (%s %d %i ...) must stay, in the same order. A row whose translation
# equals the English changes nothing (kept so the check sees it as covered).
# List the English with scripts/polish/extract-menu-strings.ps1 -MainUI <tree>\3rdparty\mainui
# and check this file with the same script and -Pack languages\spanish.
english	translation	where
Cry of Fear uses five shared save slots. Turn on "Pause menu saves" in Options > Game to save from this menu.	Cry of Fear usa cinco ranuras compartidas. Activa «Guardar desde la pausa» en Opciones > Juego para guardar aquí.	menus/SaveLoad.cpp:79
Cry of Fear uses five shared save slots. Enable pause-menu saves to save from this menu.	Cry of Fear usa cinco ranuras compartidas. Activa el guardado desde la pausa para guardar aquí.	menus/SaveLoad.cpp:81
During play, you can quickly save your game by pressing %s.\nLoad this game again by pressing %s.	Durante el juego puedes guardar rápido con %s.\nVuelve a cargar esta partida con %s.	menus/SaveLoad.cpp:84
SAVE / LOAD	GUARDAR / CARGAR	menus/SaveLoad.cpp:98
Select a saved game in the list below, then click 'Load game'.	Elige una partida de la lista y pulsa «Cargar partida».	menus/SaveLoad.cpp:100;menus/SaveLoad.cpp:138
Select 'New Saved Game' in the list to create a new file, or select\na previously saved game to overwrite a file.	Elige «Nueva partida guardada» para crear un archivo, o una\npartida existente para sobrescribirla.	menus/SaveLoad.cpp:107;menus/SaveLoad.cpp:139
Enable pause-menu saves	Activar el guardado desde la pausa	menus/SaveLoad.cpp:185;menus/SaveLoad.cpp:188
Invalid maxplayers value entered.\nPlease enter a value from 2 to %d.	Número de jugadores no válido.\nIntroduce un valor de 2 a %d.	menus/CreateGame.cpp:122
< Random Map >	< Mapa aleatorio >	menus/CreateGame.cpp:181
Use NAT Bypass instead of direct mode	Usar el paso de NAT en vez de la conexión directa	menus/CreateGame.cpp:221
HOST SERVER	CREAR SERVIDOR	menus/CreateGame.cpp:226
Adv. Options	Avanzado	menus/CreateGame.cpp:231;menus/ConnectionWarning.cpp:69
START SERVER	INICIAR SERVIDOR	menus/CreateGame.cpp:240
Map	Mapa	menus/CreateGame.cpp:249;menus/ServerBrowser.cpp:1214
Title	Título	menus/CreateGame.cpp:250
Server name	Nombre del servidor	menus/CreateGame.cpp:253
Max. Players:	Jugadores máx.:	menus/CreateGame.cpp:264
Password	Contraseña	menus/CreateGame.cpp:291;menus/ServerBrowser.cpp:1246
Starting a new game will exit any current game, OK to exit?	Una nueva partida cerrará la actual. ¿Continuar?	menus/CreateGame.cpp:303
Invalid protocol while generating dummy info string	Protocolo no válido al generar los datos del servidor	menus/ServerBrowser.cpp:170
%.f ms	%.f ms	menus/ServerBrowser.cpp:520
any map	cualquier mapa	menus/ServerBrowser.cpp:684;menus/ServerBrowser.cpp:826;menus/ServerBrowser.cpp:1359
Favorite	Favorito	menus/ServerBrowser.cpp:811;menus/ServerBrowser.cpp:1161;menus/ServerBrowser.cpp:1197
Unfavorite	Quitar de favoritos	menus/ServerBrowser.cpp:816
Invalid address	Dirección no válida	menus/ServerBrowser.cpp:1052
Invalid protocol	Protocolo no válido	menus/ServerBrowser.cpp:1067
Server already in favorites	El servidor ya está en favoritos	menus/ServerBrowser.cpp:1079
JOIN SERVER	UNIRSE A UN SERVIDOR	menus/ServerBrowser.cpp:1153
View game info	Ver información	menus/ServerBrowser.cpp:1162;menus/ServerBrowser.cpp:1196
Create Server	Crear servidor	menus/ServerBrowser.cpp:1164;menus/ServerBrowser.cpp:1186
Refresh	Actualizar	menus/ServerBrowser.cpp:1174;menus/ServerBrowser.cpp:1198
Add server	Añadir servidor	menus/ServerBrowser.cpp:1175;menus/ServerBrowser.cpp:1199
Join	Unirse	menus/ServerBrowser.cpp:1178
Join game	Unirse a la partida	menus/ServerBrowser.cpp:1183
Join a network game will exit any current game, OK to exit?	Unirse a una partida en red cerrará la actual. ¿Continuar?	menus/ServerBrowser.cpp:1204
Name	Nombre	menus/ServerBrowser.cpp:1213
Players	Jugadores	menus/ServerBrowser.cpp:1215
Ping	Ping	menus/ServerBrowser.cpp:1216
IP	IP	menus/ServerBrowser.cpp:1217
Direct	Directa	menus/ServerBrowser.cpp:1225
NAT	NAT	menus/ServerBrowser.cpp:1226
Favorites	Favoritos	menus/ServerBrowser.cpp:1227
History	Historial	menus/ServerBrowser.cpp:1228
Please enter a password	Introduce una contraseña	menus/ServerBrowser.cpp:1268
Enter server Internet address\n(e.g., 209.255.10.255:27015)	Introduce la dirección del servidor\n(p. ej. 209.255.10.255:27015)	menus/ServerBrowser.cpp:1291
ping	ping	menus/ServerBrowser.cpp:1304
empty	vacío	menus/ServerBrowser.cpp:1321
not empty	no vacío	menus/ServerBrowser.cpp:1322
any	cualquiera	menus/ServerBrowser.cpp:1323;menus/ServerBrowser.cpp:1342
full	lleno	menus/ServerBrowser.cpp:1340
not full	no lleno	menus/ServerBrowser.cpp:1341
%.f ms.	%.f ms.	menus/ServerInfo.cpp:261
Server hostname:	Nombre del servidor:	menus/ServerInfo.cpp:394
Server IP address:	Dirección IP del servidor:	menus/ServerInfo.cpp:405
Server 'ping' time:	Ping del servidor:	menus/ServerInfo.cpp:416
??? ms.	??? ms.	menus/ServerInfo.cpp:421
Player Name	Jugador	menus/ServerInfo.cpp:434
Kills	Bajas	menus/ServerInfo.cpp:435
Server Rule	Regla del servidor	menus/ServerInfo.cpp:440
Value	Valor	menus/ServerInfo.cpp:441
Precaching resources...	Cargando recursos...	menus/ConnectionProgress.cpp:59
Downloading %s \nfrom %s	Descargando %s \ndesde %s	menus/ConnectionProgress.cpp:73
%d of %d %s	%d de %d %s	menus/ConnectionProgress.cpp:74
Starting local game server...	Iniciando el servidor local...	menus/ConnectionProgress.cpp:84;menus/ConnectionProgress.cpp:105;menus/ConnectionProgress.cpp:109
Establishing network connection to server...	Conectando con el servidor...	menus/ConnectionProgress.cpp:90;menus/ConnectionProgress.cpp:114
Disconnected	Desconectado	menus/ConnectionProgress.cpp:197
Skip	Saltar	menus/ConnectionProgress.cpp:248
Changing level on server	Cambiando de mapa en el servidor	menus/ConnectionProgress.cpp:390
Parsing server info...	Leyendo la información del servidor...	menus/ConnectionProgress.cpp:401
Normal internet connection	Conexión a Internet normal	menus/ConnectionWarning.cpp:46
DSL or PPTP with limited packet size	DSL o PPTP con tamaño de paquete limitado	menus/ConnectionWarning.cpp:51
Slow connection mode (64kbps)	Conexión lenta (64 kbps)	menus/ConnectionWarning.cpp:56
Connection problem	Problema de conexión	menus/ConnectionWarning.cpp:81
Too many lost packets while connecting!\nPlease select network settings	¡Demasiados paquetes perdidos al conectar!\nElige los ajustes de red	menus/ConnectionWarning.cpp:85
NOTICE	AVISO	controls/YesNoMessageBox.cpp:30;controls/MessageBox.cpp:25
CONFIRM	CONFIRMAR	controls/YesNoMessageBox.cpp:30
Built-in touch actions	Acciones táctiles integradas	model/KbActListModel.h:246
Look (touchpad)	Mirar (panel táctil)	model/KbActListModel.h:248
Move (joystick)	Moverse (joystick)	model/KbActListModel.h:249
Move (centered joystick)	Moverse (joystick centrado)	model/KbActListModel.h:250
Move (D-Pad)	Moverse (cruceta)	model/KbActListModel.h:251
Vertical wheel	Rueda vertical	model/KbActListModel.h:252
Horizontal wheel	Rueda horizontal	model/KbActListModel.h:253
CONTROLS - MOVEMENT	CONTROLES - MOVIMIENTO	gfx/shell/kb_act.lst:2
Move forward	Avanzar	gfx/shell/kb_act.lst:4
Move back	Retroceder	gfx/shell/kb_act.lst:5
Run left	Izquierda	gfx/shell/kb_act.lst:6
Run right	Derecha	gfx/shell/kb_act.lst:7
Sprint	Esprintar	gfx/shell/kb_act.lst:8
Dodge	Esquivar	gfx/shell/kb_act.lst:9
Jump	Saltar	gfx/shell/kb_act.lst:10
Crouch	Agacharse	gfx/shell/kb_act.lst:11
CONTROLS - WEAPONS/ITEMS	CONTROLES - ARMAS/OBJETOS	gfx/shell/kb_act.lst:13
Pickup/Interact with items	Coger/Usar objetos	gfx/shell/kb_act.lst:15
Primary Attack	Ataque principal	gfx/shell/kb_act.lst:16
Secondary Attack	Ataque secundario	gfx/shell/kb_act.lst:17
Tertiary Attack	Apuntar (ataque terciario)	gfx/shell/kb_act.lst:18
Toggle weapon function	Cambiar función del arma	gfx/shell/kb_act.lst:19
Reload	Recargar	gfx/shell/kb_act.lst:20
Inventory	Inventario	gfx/shell/kb_act.lst:21
See current objective	Ver el objetivo actual	gfx/shell/kb_act.lst:22
Quick slot 1	Acceso rápido 1	gfx/shell/kb_act.lst:23
Quick slot 2	Acceso rápido 2	gfx/shell/kb_act.lst:24
Quick slot 3	Acceso rápido 3	gfx/shell/kb_act.lst:25
Flashlight (coop only)	Linterna (solo cooperativo)	gfx/shell/kb_act.lst:26
CONTROLS - MISC	CONTROLES - VARIOS	gfx/shell/kb_act.lst:28
Use voice chat (coop only)	Chat de voz (solo cooperativo)	gfx/shell/kb_act.lst:30
Vote yes on votekick (coop only)	Votar sí a la expulsión (solo cooperativo)	gfx/shell/kb_act.lst:31
Vote no on votekick (coop only)	Votar no a la expulsión (solo cooperativo)	gfx/shell/kb_act.lst:32
Follow me! (coop only)	¡Seguidme! (solo cooperativo)	gfx/shell/kb_act.lst:33
Help me! (coop only)	¡Ayuda! (solo cooperativo)	gfx/shell/kb_act.lst:34
Found something! (coop only)	¡He encontrado algo! (solo cooperativo)	gfx/shell/kb_act.lst:35
Chat message	Mensaje de chat	gfx/shell/kb_act.lst:36
Take screenshot	Captura de pantalla	gfx/shell/kb_act.lst:37
Pause game	Pausa	gfx/shell/kb_act.lst:38
Quit game	Salir del juego	gfx/shell/kb_act.lst:39
Pause Save (%s)	Pausa (%s)	engine/server/sv_save.c (title of a pause-menu save, in the Load list)
DISCONNECT	DESCONECTAR	menus/Main.cpp:247
Leave the co-op game and return to the main menu?	¿Abandonar la partida cooperativa y volver al menú principal?	menus/Main.cpp:249
Join a co-op game by address or on the local network	Unirse a una partida cooperativa por dirección o en la red local	menus/Main.cpp:511
Host a co-op game: story, Manhunt or survival	Crear una partida cooperativa: historia, Manhunt o supervivencia	menus/Main.cpp:516
Leave the co-op game and return to the main menu	Abandonar la partida cooperativa y volver al menú principal	menus/Main.cpp:681
Player	Jugador	menus/CoFCoop.cpp:175
Story co-op	Historia cooperativa	menus/CoFCoop.cpp:207
Chapters 9 to 12, starting with "Where is Simon?".\nLobby: everyone gets ready, or the autostart time runs out.	Capítulos 9 a 12, desde «Where is Simon?».\nSala: todos están listos o se agota el tiempo de inicio automático.	menus/CoFCoop.cpp:208
Manhunt	Manhunt	menus/CoFCoop.cpp:209
The Manhunt campaign, from "A new beginning" to the cabin.\nLobby: everyone gets ready, or the autostart time runs out.	La campaña Manhunt, desde «A new beginning» hasta la cabaña.\nSala: todos están listos o se agota el tiempo de inicio automático.	menus/CoFCoop.cpp:210
Survival 1	Supervivencia 1	menus/CoFCoop.cpp:211
Survive for 30 minutes. No lobby: the game starts at once.\nThe next survival map follows.	Sobrevive 30 minutos. Sin sala: la partida empieza enseguida.\nDespués viene el siguiente mapa de supervivencia.	menus/CoFCoop.cpp:212;menus/CoFCoop.cpp:214;menus/CoFCoop.cpp:216
Survival 2	Supervivencia 2	menus/CoFCoop.cpp:213
Survival 3	Supervivencia 3	menus/CoFCoop.cpp:215
Survival 4	Supervivencia 4	menus/CoFCoop.cpp:217
Survive for 30 minutes. No lobby: the game starts at once.\nThe first survival map follows.	Sobrevive 30 minutos. Sin sala: la partida empieza enseguida.\nDespués se vuelve al primer mapa de supervivencia.	menus/CoFCoop.cpp:218
Host co-op	Crear cooperativo	menus/CoFCoop.cpp:346
HOST CO-OP	CREAR COOPERATIVO	menus/CoFCoop.cpp:349
Your name	Tu nombre	menus/CoFCoop.cpp:362;menus/CoFCoop.cpp:668
Shown in the lobby and on the co-op player list	Aparece en la sala y en la lista de jugadores	menus/CoFCoop.cpp:364;menus/CoFCoop.cpp:670
The name of this game in server lists	Nombre de esta partida en las listas de servidores	menus/CoFCoop.cpp:368
Empty for an open game; never saved	Vacía para una partida abierta; nunca se guarda	menus/CoFCoop.cpp:373
LAN only	Solo LAN	menus/CoFCoop.cpp:375
Only players on the local network can join	Solo pueden unirse jugadores de la red local	menus/CoFCoop.cpp:376
Difficulty	Dificultad	menus/CoFCoop.cpp:378
Nightmare appears once it is unlocked	Pesadilla aparece cuando se desbloquea	menus/CoFCoop.cpp:381
Most players, you included (four slots)	Máximo de jugadores, tú incluido (cuatro plazas)	menus/CoFCoop.cpp:387
Lobby autostart (seconds)	Inicio automático de la sala (segundos)	menus/CoFCoop.cpp:389
Start even if not all are ready; 0 = wait	Empezar aunque no todos estén listos; 0 = esperar	menus/CoFCoop.cpp:393
Auto respawn (seconds)	Reaparición automática (segundos)	menus/CoFCoop.cpp:395
Dead players come back after this long	Tiempo tras el que vuelven los jugadores muertos	menus/CoFCoop.cpp:398
Start the server on this campaign	Iniciar el servidor con esta campaña	menus/CoFCoop.cpp:417
No co-op map is installed.	No hay ningún mapa cooperativo instalado.	menus/CoFCoop.cpp:471
Join co-op	Unirse a cooperativo	menus/CoFCoop.cpp:659
JOIN CO-OP	UNIRSE A COOPERATIVO	menus/CoFCoop.cpp:662
Server address	Dirección del servidor	menus/CoFCoop.cpp:664
IP or host name, optionally :port	IP o nombre de host, con :puerto opcional	menus/CoFCoop.cpp:666
Ask the host for their address. The default port is 27015; over the Internet the host has to forward UDP 27015 to their computer.	Pide la dirección al anfitrión. El puerto por defecto es 27015; por Internet, el anfitrión tiene que redirigir UDP 27015 a su ordenador.	menus/CoFCoop.cpp:675
LAN servers	Servidores LAN	menus/CoFCoop.cpp:685
Servers on the local network	Servidores de la red local	menus/CoFCoop.cpp:685
Connect	Conectar	menus/CoFCoop.cpp:689
Connect to this address	Conectar a esta dirección	menus/CoFCoop.cpp:689
# options relayout (Game, Controls, Keybinds, Gamepad controls), 2026-09-23: machine-drafted like the rest, please review
Keybinds	Asignación de teclas	menus/Configuration.cpp:88
Pause on Inventory	Pausa en el inventario	menus/AdvancedControls.cpp:778
Pause the game while the inventory, notes and other item pages are open	Pausa el juego mientras el inventario, las notas y otras páginas de objetos están abiertos	menus/AdvancedControls.cpp:779
Transparent UI background	Fondo de interfaz transparente	menus/AdvancedControls.cpp:783
Show the game world behind the inventory, notes and the tape recorder page instead of black	Muestra el mundo del juego tras el inventario, las notas y la página de la grabadora en lugar de negro	menus/AdvancedControls.cpp:784
KEYBINDS	ASIGNACIÓN DE TECLAS	menus/Controls.cpp:251
AIMING AND MOUSE	APUNTADO Y RATÓN	menus/CoFOptions.cpp:339
GAMEPAD	MANDO	menus/CoFOptions.cpp:340
Enable gamepad	Activar mando	menus/CoFOptions.cpp:362
Use a connected gamepad for moving, looking and the button actions	Usa un mando conectado para moverte, mirar y las acciones de los botones	menus/CoFOptions.cpp:362
Invert look	Invertir vista	menus/CoFOptions.cpp:363
Push the look stick up to look down	Empujar el stick de vista hacia arriba para mirar abajo	menus/CoFOptions.cpp:363
Swap sticks	Intercambiar sticks	menus/CoFOptions.cpp:365
Look with the left stick and move with the right stick	Mirar con el stick izquierdo y moverse con el derecho	menus/CoFOptions.cpp:365
Look speed, horizontal	Velocidad de vista horizontal	menus/CoFOptions.cpp:368
How fast the view turns with the look stick fully pushed, in degrees per second	Lo rápido que gira la vista con el stick a fondo, en grados por segundo	menus/CoFOptions.cpp:369;menus/CoFOptions.cpp:372
Look speed, vertical	Velocidad de vista vertical	menus/CoFOptions.cpp:371
Look stick deadzone	Zona muerta del stick de vista	menus/CoFOptions.cpp:374
How far a stick has to move before it counts, in percent of its travel	Cuánto hay que mover un stick para que cuente, en porcentaje de su recorrido	menus/CoFOptions.cpp:375;menus/CoFOptions.cpp:379
Move stick deadzone	Zona muerta del stick de movimiento	menus/CoFOptions.cpp:378
Trigger threshold	Umbral de gatillos	menus/CoFOptions.cpp:382
How far a trigger has to be pulled to count as pressed, in percent	Cuánto hay que apretar un gatillo para que cuente como pulsado, en porcentaje	menus/CoFOptions.cpp:383
FACE BUTTONS	BOTONES DE ACCIÓN	menus/CoFOptions.cpp:575
Cross	Cruz	menus/CoFOptions.cpp:576
Circle	Círculo	menus/CoFOptions.cpp:577
Square	Cuadrado	menus/CoFOptions.cpp:578
Triangle	Triángulo	menus/CoFOptions.cpp:579
SHOULDERS AND TRIGGERS	BOTONES SUPERIORES Y GATILLOS	menus/CoFOptions.cpp:580
LB	LB	menus/CoFOptions.cpp:581
RB	RB	menus/CoFOptions.cpp:582
LT	LT	menus/CoFOptions.cpp:583
RT	RT	menus/CoFOptions.cpp:584
STICKS	STICKS	menus/CoFOptions.cpp:585
Left stick click	Pulsar stick izquierdo	menus/CoFOptions.cpp:586
Right stick click	Pulsar stick derecho	menus/CoFOptions.cpp:587
D-PAD	CRUCETA	menus/CoFOptions.cpp:588
D-pad up	Cruceta arriba	menus/CoFOptions.cpp:589
D-pad down	Cruceta abajo	menus/CoFOptions.cpp:590
D-pad left	Cruceta izquierda	menus/CoFOptions.cpp:591
D-pad right	Cruceta derecha	menus/CoFOptions.cpp:592
MENU BUTTONS	BOTONES DE MENÚ	menus/CoFOptions.cpp:593
Menu	Menú	menus/CoFOptions.cpp:594
View	Vista	menus/CoFOptions.cpp:595
Create	Create	menus/CoFOptions.cpp:595
Xbox	Xbox	menus/CoFOptions.cpp:679
PlayStation	PlayStation	menus/CoFOptions.cpp:679
Not bound	Sin asignar	menus/CoFOptions.cpp:786;menus/CoFOptions.cpp:973
Open the menu	Abrir el menú	menus/CoFOptions.cpp:994
Config key: %s	Nombre en la configuración: %s	menus/CoFOptions.cpp:1065
The default key list has no gamepad buttons yet.	La lista de teclas predeterminada aún no tiene botones del mando.	menus/CoFOptions.cpp:1217
GAMEPAD CONTROLS	CONTROLES DEL MANDO	menus/CoFOptions.cpp:1275
Button	Botón	menus/CoFOptions.cpp:1281
Action for the selected button	Acción del botón elegido	menus/CoFOptions.cpp:1285
The action this button performs in the game	La acción que realiza este botón en el juego	menus/CoFOptions.cpp:1289
Button style	Estilo de botones	menus/CoFOptions.cpp:1292
Button names and pictures of an Xbox or a PlayStation controller	Nombres e imágenes de los botones de un mando Xbox o PlayStation	menus/CoFOptions.cpp:1296
Pick a button, then its action below. Or press Enter on a button and then another gamepad button to swap the two.	Elige un botón y luego su acción abajo. O pulsa Intro sobre un botón y después otro botón del mando para intercambiarlos.	menus/CoFOptions.cpp:1310
Press the gamepad button to swap with this one	Pulsa el botón del mando que se intercambiará con este	menus/CoFOptions.cpp:1312
Reset every gamepad button to the default layout?	¿Restablecer todos los botones del mando a la distribución predeterminada?	menus/CoFOptions.cpp:1315
PRESS A BUTTON	PULSA UN BOTÓN	menus/CoFOptions.cpp:1349
# options relayout (Game, Controls, Keybinds, Gamepad controls), 2026-09-23: machine-drafted like the rest, please review
Select	Elegir	controls/Framework.cpp:295
Tabs	Pestañas	controls/Framework.cpp:303
Resume	Continuar	controls/Framework.cpp:313
Gamepad	Mando	menus/CoFOptions.cpp:1610
Gyro aiming	Apuntado giroscópico	menus/CoFOptions.cpp:404
Aim by tilting a pad that has a gyroscope	Apuntar inclinando un mando con giroscopio	menus/CoFOptions.cpp:404
Gyro sensitivity	Sensibilidad del giroscopio	menus/CoFOptions.cpp:405
How far the view turns for a tilt of the pad	Cuánto gira la vista al inclinar el mando	menus/CoFOptions.cpp:406
In the menus: A confirm · B back · LB/RB tabs · X use defaults · Start resume	En los menús: A confirma · B atrás · LB/RB pestañas · X predeterminado · Start continuar	menus/CoFOptions.cpp:1363
# options relayout (Game, Controls, Keybinds, Gamepad controls), 2026-09-23: machine-drafted like the rest, please review
Crouch (toggle)	Agacharse (alternar)	model/KbActListModel.h:109;menus/CoFOptions.cpp:1042
# on-screen keyboard (menus/CoFOsk.cpp), 2026-09-23: machine-drafted like the rest, please review
KEYBOARD	TECLADO	menus/CoFOsk.cpp
Caps	Bloq Mayús	menus/CoFOsk.cpp
Shift	Mayús	menus/CoFOsk.cpp
ABC	ABC	menus/CoFOsk.cpp
Space	Espacio	menus/CoFOsk.cpp
Type	Escribir	menus/CoFOsk.cpp
Clear	Borrar	menus/CoFOsk.cpp
Symbols	Símbolos	menus/CoFOsk.cpp
